director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,News,Thriller,Fantasy,Comedy,Animation,History,Western,Music,Family,Short,Game-Show,Action,Sport,Drama,Mystery,Sci-Fi,Biography,Documentary,War,Film-Noir,Horror,Crime,Reality-TV,Musical,Adventure,Romance,budget,revenue,profit,rate,budget_infl,gross_infl,director_count,actor1_count,actor2_count,actor3_count,normalized_profit,content_rating_G,content_rating_NC-17,content_rating_PG,content_rating_PG-13,content_rating_R,content_rating_Unrated
Brad Anderson,94.0,122.0,360.0,Jennifer Jason Leigh,23000.0,Drama|Thriller,Christian Bale,The Machinist,24994,Reg E. Cathey,0.0,alienation|conscience|insomnia|paranoia|urban gothic,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,English,Spain,2004,1000.0,7.7,2.35,21000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5000000,8203235,370866912.47492236,0.8637154979999999,578894324.7606286,949761237.235551,2.0,12.0,3.0,1.0,0.0027723402576012852,0,0,0,0,1,0
John Hamburg,90.0,29.0,650.0,Masi Oka,22000.0,Comedy|Romance,Philip Seymour Hoffman,Along Came Polly,24534,Debra Messing,1.0,bride|friend|honeymoon|insurance|insurance company,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,English,USA,2004,923.0,5.9,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42000000,178311729,15782017263.28176,0.8637154979999999,4862712327.989282,20644729591.27104,1.0,15.0,1.0,3.0,0.11797752953400575,0,0,0,1,0,0
Joseph Kahn,84.0,33.0,1000.0,Jay Hernandez,1000.0,Action|Comedy|Crime,Dane Cook,Torque,5039,Christina Milian,0.0,murder|on the run|security camera|surveillance footage|timebomb,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,English,USA,2004,1000.0,4.0,2.35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40000000,46546197,757911258.4130106,0.8637154979999999,4631154598.085029,5389065856.498039,1.0,1.0,2.0,1.0,0.005665668537266351,0,0,0,1,0,0
Matthew Vaughn,105.0,905.0,466.0,Sally Hawkins,27000.0,Crime|Drama|Thriller,Tom Hardy,Layer Cake,29277,Jamie Foreman,1.0,cake|cocaine|drugs|pills|serbian,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,English,UK,2004,594.0,7.4,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6500000,11850214,619441704.1709722,0.8637154979999999,752562622.1888171,1372004326.3597894,1.0,2.0,2.0,1.0,0.004630547158112575,0,0,0,0,1,0
Peter Howitt,90.0,29.0,142.0,Mike Doyle,638.0,Comedy|Romance,Frances Fisher,Laws of Attraction,961,Nora Dunn,1.0,date|divorce|divorce lawyer|drinking|lawyer,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,English,Ireland,2004,160.0,5.9,2.35,702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28000000,30016165,233429295.2562025,0.8637154979999999,3241808218.65952,3475237513.915723,3.0,7.0,1.0,1.0,0.0017449330657331125,0,0,0,1,0,0
Marc Forster,101.0,395.0,2000.0,Kate Winslet,40000.0,Biography|Drama|Family,Johnny Depp,Finding Neverland,58823,Kelly Macdonald,1.0,boy|inspiration|reference to peter pan|stage play|widow,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,English,USA,2004,14000.0,7.8,2.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25000000,116766556,10624627694.245682,0.8637154979999999,2894471623.803143,13519099318.048826,2.0,19.0,2.0,1.0,0.07942375334286966,0,0,1,0,0,0
Mark Waters,97.0,70.0,625.0,Amy Poehler,2000.0,Comedy,Tina Fey,Mean Girls,5032,Neil Flynn,4.0,bully|clique|high school|high school girl|secret,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,English,USA,2004,1000.0,7.0,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000000,129042871,12972196430.357443,0.8637154979999999,1968240704.1861372,14940437134.543581,3.0,1.0,2.0,2.0,0.09697287163882903,0,0,0,1,0,0
Kar-Wai Wong,129.0,0.0,576.0,Tony Chiu Wai Leung,878.0,Drama|Romance|Sci-Fi,Li Gong,2046,2378,Maggie Cheung,0.0,number in title|train|woman slaps a man|woman slaps man|written by director,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,Cantonese,Hong Kong,2004,643.0,7.5,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,12000000,19271312,841864250.0727711,0.8637154979999999,1389346379.4255085,2231210629.49828,1.0,1.0,1.0,1.0,0.006293254413357472,0,0,0,0,1,0
Eric Bress,120.0,19.0,829.0,Eric Stoltz,8000.0,Sci-Fi|Thriller,Logan Lerman,The Butterfly Effect,12755,Cameron Bright,0.0,blackout|child pornography|memory|surprise ending|time travel,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,English,USA,2004,902.0,7.7,1.85,15000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13000000,96060858,9616691861.189692,0.8637154979999999,1505125244.3776345,11121817105.567327,1.0,1.0,2.0,2.0,0.0718889856076625,0,0,0,0,1,0
Jay Russell,115.0,13.0,579.0,Jay Hernandez,2000.0,Action|Drama|Thriller,Billy Burke,Ladder 49,4496,Jacinda Barrett,2.0,death of husband|fire|firefighter|funeral|main character dies,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,English,USA,2004,1000.0,6.5,1.85,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60000000,74541707,1683622330.926381,0.8637154979999999,6946731897.1275425,8630354228.053925,3.0,2.0,2.0,2.0,0.0125857696910769,0,0,0,1,0,0
Jacob Aaron Estes,90.0,9.0,595.0,Scott Mechlowicz,710.0,Crime|Drama,Rory Culkin,Mean Creek,2655,Trevor Morgan,0.0,boat|bully|dare|friend|river,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,English,USA,2004,634.0,7.3,1.85,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,500000,603943,12034402.559718804,0.8637154979999999,57889432.47606286,69923835.03578167,1.0,3.0,2.0,2.0,8.990797433282429e-05,0,0,0,0,1,0
Paul W.S. Anderson,109.0,545.0,727.0,Colin Salmon,886.0,Action|Horror|Sci-Fi|Thriller,Sanaa Lathan,AVP: Alien vs. Predator,3222,Raoul Bova,0.0,alien|antarctica|predator|pyramid|satellite,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,English,USA,2004,766.0,5.6,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,70000000,177427090,12437786545.309856,0.8637154979999999,8104520546.6488,20542307091.95865,2.0,2.0,2.0,2.0,0.09297792054454776,0,0,0,1,0,0
Steven Soderbergh,125.0,0.0,350.0,Julia Roberts,11000.0,Crime|Thriller,Brad Pitt,Ocean's Twelve,19359,Mini Anden,0.0,father daughter relationship|heist|pretending to be pregnant|sequel|thief,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,English,USA,2004,8000.0,6.4,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110000000,362744280,29262445861.54225,0.8637154979999999,12735675144.733828,41998121006.276085,6.0,7.0,7.0,1.0,0.21874971673860005,0,0,0,1,0,0
Alexander Witt,98.0,38.0,706.0,Thomas Kretschmann,14000.0,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Resident Evil: Apocalypse,16791,Mike Epps,1.0,cover up|monster|strong female character|strong female lead|zombie apocalypse,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,English,Germany,2004,919.0,6.2,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,45000000,129394835,9771138204.121931,0.8637154979999999,5210048922.845657,14981187126.96759,1.0,5.0,2.0,3.0,0.0730435405737443,0,0,0,0,1,0
Taylor Hackford,178.0,138.0,748.0,Curtis Armstrong,904.0,Biography|Drama|Music,Bokeem Woodbine,Ray,5074,Harry Lennix,0.0,1950s|1960s|racism|rhythm and blues|singer,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,English,USA,2004,876.0,7.7,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,40000000,124731534,9810120832.17245,0.8637154979999999,4631154598.085029,14441275430.25748,1.0,1.0,1.0,2.0,0.07333495302127885,0,0,0,1,0,0
Shane Carruth,77.0,291.0,8.0,David Sullivan,291.0,Drama|Sci-Fi|Thriller,Shane Carruth,Primer,368,Casey Gooden,0.0,changing the future|independent film|invention|nonlinear timeline|time travel,http://www.imdb.com/title/tt0390384/?ref_=fn_tt_tt_1,English,USA,2004,45.0,7.0,1.85,19000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7000,545436,62339508.92936277,0.8637154979999999,810452.05466488,63149960.98402764,1.0,1.0,1.0,1.0,0.0004659609729060995,0,0,0,1,0,0
Joel Zwick,93.0,38.0,631.0,Nick Zano,1000.0,Comedy|Family|Fantasy|Romance,Dania Ramirez,Fat Albert,4604,Alice Greczyn,1.0,animated sequence|junkyard|love|party|television,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,English,USA,2004,641.0,4.3,2.35,531,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26000000,48563556,2612382902.963726,0.8637154979999999,3010250488.755269,5622633391.718995,2.0,1.0,1.0,1.0,0.01952866720738218,0,0,1,0,0,0
Trey Parker,98.0,406.0,406.0,Maurice LaMarche,860.0,Action|Comedy,Jeremy Shada,Team America: World Police,2609,Trey Parker,5.0,actor|arab stereotype|broadway|terrorist|vomiting,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,English,USA,2004,523.0,7.2,2.35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000000,50907422,2189079858.3308506,0.8637154979999999,3704923678.468023,5894003536.798874,1.0,1.0,1.0,1.0,0.01636428906116186,0,0,0,0,1,0
Wolfgang Petersen,196.0,249.0,844.0,Orlando Bloom,11000.0,Adventure,Brad Pitt,Troy,17944,Julian Glover,2.0,greek|mythology|prince|trojan|troy,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,English,USA,2004,5000.0,7.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175000000,497409852,37328246713.94284,0.8637154979999999,20261301366.621998,57589548080.564835,2.0,9.0,5.0,1.0,0.2790451582023806,0,0,0,0,1,0
Tony Scott,146.0,12000.0,451.0,Radha Mitchell,18000.0,Action|Crime|Drama|Thriller,Denzel Washington,Man on Fire,20454,Giancarlo Giannini,2.0,bodyguard|journalist|kidnapping|mexico|police corruption,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,English,USA,2004,992.0,7.7,2.35,14000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,70000000,130293714,6980737770.668093,0.8637154979999999,8104520546.6488,15085258317.31689,2.0,11.0,4.0,1.0,0.05218405878456168,0,0,0,0,1,0
Paul Greengrass,108.0,521.0,129.0,Joan Allen,13000.0,Action|Mystery|Thriller,Matt Damon,The Bourne Supremacy,14161,Oksana Akinshina,1.0,assassin|car chase|cia|hidden truth|one against many,http://www.imdb.com/title/tt0372183/?ref_=fn_tt_tt_1,English,USA,2004,805.0,7.8,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75000000,288500217,24718812791.292538,0.8637154979999999,8683414871.409428,33402227662.70196,1.0,15.0,1.0,1.0,0.18478404279828686,0,0,0,1,0,0
Martin Scorsese,170.0,17000.0,827.0,Adam Scott,29000.0,Biography|Drama,Leonardo DiCaprio,The Aviator,34582,Frances Conroy,0.0,1920s|aviation|fight|spruce goose|test flight,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,English,USA,2004,3000.0,7.5,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,110000000,213700000,12006268295.535437,0.8637154979999999,12735675144.733828,24741943440.269264,3.0,8.0,2.0,4.0,0.08975213009348762,0,0,0,1,0,0
Morgan Spurlock,100.0,293.0,0.0,Amanda Kearsan,0.0,Comedy|Documentary|Drama,Chemeeka Walker,Super Size Me,0,Amelia Giancarlo,2.0,experiment|fast food|food industry|meal|overeating,http://www.imdb.com/title/tt0390521/?ref_=fn_tt_tt_1,English,USA,2004,0.0,7.3,1.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,65000,28575078,3300864470.5365705,0.8637154979999999,7525626.2218881715,3308390096.7584586,1.0,1.0,1.0,1.0,0.024675372514906004,0,0,1,0,0,0
Stacy Peralta,105.0,147.0,28.0,Gabrielle Reece,52.0,Documentary|History|Sport,Gerry Lopez,Riding Giants,179,Laird John Hamilton,1.0,beach|surfing|surfing contest|two word title|wave,http://www.imdb.com/title/tt0389326/?ref_=fn_tt_tt_1,English,USA,2004,52.0,7.9,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2600000,3166000,65530837.56290316,0.8637154979999999,301025048.87552685,366555886.43842995,1.0,1.0,1.0,1.0,0.0004898175709472044,0,0,0,1,0,0
Michael Moore,122.0,909.0,282.0,Stevie Wonder,503.0,Documentary|Drama|War,Osama bin Laden,Fahrenheit 9/11,1448,Ricky Martin,0.0,anti war|interview|iraq|paranoia|war on terrorism,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,English,USA,2004,328.0,7.5,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6000000,222446882,25059974320.386692,0.8637154979999999,694673189.7127542,25754647510.099445,2.0,1.0,1.0,1.0,0.18733437665646385,0,0,0,0,1,0
Jay Roach,106.0,116.0,708.0,Blythe Danner,22000.0,Comedy|Romance,Robert De Niro,Meet the Fockers,24938,Teri Polo,6.0,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,English,USA,2004,713.0,6.3,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80000000,516642939,50554023866.780266,0.8637154979999999,9262309196.170055,59816333062.950325,5.0,19.0,2.0,2.0,0.3779137128226664,0,0,0,1,0,0
Quentin Tarantino,137.0,16000.0,348.0,Michael Parks,890.0,Action|Crime|Drama|Thriller,Vivica A. Fox,Kill Bill: Vol. 2,1959,Michael Bowen,0.0,assassin|assassination|bride|death|vengeance,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,English,USA,2004,387.0,8.0,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30000000,152159461,14143483737.74347,0.8637154979999999,3473365948.5637717,17616849686.30724,2.0,5.0,1.0,2.0,0.10572876414995444,0,0,0,0,1,0
Oliver Stone,206.0,0.0,591.0,Angelina Jolie Pitt,12000.0,Action|Adventure|Biography|Drama|History|Romance|War,Anthony Hopkins,Alexander,24598,Brian Blessed,3.0,ancient greece|conquest|greek|greek myth|king,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,English,Germany,2004,11000.0,5.5,2.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,155000000,167298192,1423870710.7233126,0.8637154979999999,17945724067.579487,19369594778.3028,2.0,4.0,11.0,1.0,0.010644011036520622,0,0,0,0,1,0
Jared Hess,92.0,100.0,482.0,Diedrich Bader,970.0,Comedy,Jon Heder,Napoleon Dynamite,3950,Jon Gries,0.0,class president|family relationships|friend|high school|jock,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,English,USA,2004,759.0,6.9,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,46118097,5293189378.431185,0.8637154979999999,46311545.98085029,5339500924.412034,1.0,1.0,3.0,1.0,0.0395688855161647,0,0,1,0,0,0
Zack Snyder,110.0,0.0,1000.0,Kevin Zegers,3000.0,Action|Horror|Thriller,Ty Burrell,Dawn of the Dead,10438,Mekhi Phifer,0.0,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,USA,2004,2000.0,7.4,2.35,7000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28000000,102356381,8608897394.127808,0.8637154979999999,3241808218.65952,11850705612.787329,2.0,3.0,2.0,3.0,0.0643552746460081,0,0,0,0,1,0
Zack Snyder,110.0,0.0,1000.0,Kevin Zegers,3000.0,Action|Horror|Thriller,Ty Burrell,Dawn of the Dead,10438,Mekhi Phifer,0.0,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,USA,2004,2000.0,7.4,2.35,7000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28000000,102356381,8608897394.127808,0.8637154979999999,3241808218.65952,11850705612.787329,2.0,3.0,2.0,3.0,0.0643552746460081,0,0,0,0,1,0
Adam McKay,98.0,285.0,7000.0,Will Ferrell,640000.0,Comedy,Darcy Donavan,Anchorman: The Legend of Ron Burgundy,656730,Steve Carell,5.0,1970s|anchorman|news anchor|newsroom|tv station,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,English,USA,2004,8000.0,7.2,1.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000000,90574188,7476326191.845177,0.8637154979999999,3010250488.755269,10486576680.600443,1.0,1.0,6.0,4.0,0.05588880220508845,0,0,0,1,0,0
David Twohy,134.0,123.0,567.0,Alexa Davalos,14000.0,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,The Chronicles of Riddick,17159,Christina Cox,0.0,bounty hunter|escape|necromonger|planet|warrior,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1,English,USA,2004,850.0,6.7,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,105000000,115772733,1247254799.1723082,0.8637154979999999,12156780819.9732,13404035619.145508,2.0,9.0,1.0,1.0,0.009323728704813116,0,0,0,1,0,0
Gary Winick,98.0,56.0,533.0,Judy Greer,3000.0,Comedy|Fantasy|Romance,Jennifer Garner,13 Going on 30,6742,Christa B. Allen,1.0,13 year old|13th birthday|30 year old|wish|year 1987,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,English,USA,2004,2000.0,6.1,1.85,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37000000,96455697,6883713113.5975065,0.8637154979999999,4283818003.2286525,11167531116.826157,2.0,3.0,8.0,1.0,0.05145875640752595,0,0,0,1,0,0
Jon Turteltaub,131.0,226.0,341.0,Armando Riesco,12000.0,Action|Adventure|Comedy|Family|Mystery,Nicolas Cage,National Treasure,13679,Annie Parisse,0.0,declaration of independence|secret society|treasure|treasure hunt|treasure hunter,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,English,USA,2004,625.0,6.9,2.35,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100000000,347512318,28656695239.7096,0.8637154979999999,11577886495.212572,40234581734.92217,2.0,12.0,2.0,1.0,0.21422146197150044,0,0,1,0,0,0
Bill Condon,118.0,386.0,812.0,Oliver Platt,14000.0,Biography|Drama,Liam Neeson,Kinsey,17490,Dylan Baker,0.0,professor|research|sex|sexuality|student,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,English,USA,2004,1000.0,7.1,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11000000,17050017,700464101.2010647,0.8637154979999999,1273567514.473383,1974031615.6744478,1.0,4.0,5.0,4.0,0.005236225538571118,0,0,0,0,1,0
Michel Gondry,108.0,1000.0,1000.0,Kirsten Dunst,14000.0,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,Eternal Sunshine of the Spotless Mind,19364,Tom Wilkinson,1.0,borderline personality disorder|loneliness|memory|playing against type|retrograde narrative,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,English,USA,2004,4000.0,8.3,1.85,52000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,20000000,72258126,6050386512.80517,0.8637154979999999,2315577299.0425143,8365963811.847684,1.0,2.0,9.0,3.0,0.04522927018566727,0,0,0,0,1,0
Jonathan Demme,129.0,438.0,502.0,Dorian Missick,18000.0,Drama|Mystery|Sci-Fi|Thriller,Denzel Washington,The Manchurian Candidate,20056,Jose Pablo Cantillo,1.0,brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier,http://www.imdb.com/title/tt0368008/?ref_=fn_tt_tt_1,English,USA,2004,1000.0,6.6,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,80000000,96105964,1864730230.8797984,0.8637154979999999,9262309196.170055,11127039427.049856,1.0,13.0,2.0,1.0,0.0139396316299096,0,0,0,0,1,0
Ethan Coen,104.0,1000.0,939.0,Tom Hanks,24000.0,Comedy|Crime|Thriller,J.K. Simmons,The Ladykillers,41701,Stephen Root,1.0,casino|irony of fate|landlady|professor|remake,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1,English,USA,2004,15000.0,6.2,1.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35000000,76700000,4827978668.503642,0.8637154979999999,4052260273.3244,8880238941.828043,1.0,14.0,10.0,5.0,0.03609122897070071,0,0,0,0,1,0
M. Night Shyamalan,108.0,0.0,882.0,Judy Greer,3000.0,Drama|Mystery|Romance|Thriller,Bryce Dallas Howard,The Village,7273,William Hurt,0.0,creature|pact|plot twist|village|woods,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,English,USA,2004,2000.0,6.5,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,60000000,256697520,22773415604.498047,0.8637154979999999,6946731897.1275425,29720147501.625587,4.0,1.0,8.0,6.0,0.17024133534162314,0,0,0,1,0,0
Kevin Rodney Sullivan,106.0,8.0,521.0,Sean Patrick Thomas,748.0,Comedy|Drama,Harry Lennix,Barbershop 2: Back in Business,3956,Kenan Thompson,4.0,barbecue|barbershop|blaxploitation|marriage|politics,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,English,USA,2004,656.0,5.7,1.85,265,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18000000,65070412,5449758874.188918,0.8637154979999999,2084019569.138263,7533778443.327181,1.0,2.0,5.0,1.0,0.040739311992001176,0,0,0,1,0,0
Brian Levant,95.0,32.0,563.0,Tracy Morgan,826.0,Adventure|Comedy|Family|Romance,Nia Long,Are We There Yet?,3558,Jay Mohr,2.0,car fire|children|cockroach|independent film|new year,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,English,USA,2005,642.0,4.6,1.85,773,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32000000,97918663,7631987981.301686,0.8637154979999999,3704923678.468023,11336911659.769709,3.0,5.0,2.0,1.0,0.0570524431734281,0,0,1,0,0,0
Peter Segal,113.0,88.0,421.0,Steve Reevis,11000.0,Comedy|Crime|Sport,Adam Sandler,The Longest Yard,13693,Dalip Singh,11.0,coach|convict|football|prison|warden,http://www.imdb.com/title/tt0398165/?ref_=fn_tt_tt_1,English,USA,2005,437.0,6.4,2.35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,82000000,190320568,12541232414.00955,0.8637154979999999,9493866926.074308,22035099340.08386,3.0,7.0,1.0,1.0,0.09375122432863464,0,0,0,1,0,0
James McTeigue,132.0,160.0,443.0,Eddie Marsan,20000.0,Action|Drama|Thriller,Natalie Portman,V for Vendetta,22417,Rupert Graves,1.0,dystopia|freedom|government|revolution|terrorist,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,English,USA,2005,979.0,8.2,2.35,48000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54000000,132511035,9089918518.516615,0.8637154979999999,6252058707.414789,15341977225.931402,1.0,9.0,3.0,2.0,0.06795112105719182,0,0,0,0,1,0
Courtney Solomon,91.0,31.0,50.0,James D'Arcy,874.0,Horror|Mystery|Thriller,Sissy Spacek,An American Haunting,1608,Vernon Dobtcheff,0.0,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,English,UK,2005,613.0,5.0,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14000000,29612137,1807555501.3370848,0.8637154979999999,1620904109.32976,3428459610.666845,1.0,2.0,3.0,2.0,0.01351222514896182,0,0,0,1,0,0
Richard Shepard,96.0,47.0,442.0,Philip Baker Hall,3000.0,Comedy|Crime|Drama|Thriller,Adam Scott,The Matador,4053,Hope Davis,0.0,bar|hitman|luck|mexico|mexico city,http://www.imdb.com/title/tt0365485/?ref_=fn_tt_tt_1,English,USA,2005,497.0,6.8,2.35,808,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10000000,17297244,844866627.5987097,0.8637154979999999,1157788649.5212572,2002655277.1199672,1.0,2.0,2.0,3.0,0.006315698518001281,0,0,0,0,1,0
Jaume Collet-Serra,108.0,174.0,324.0,Paris Hilton,730.0,Horror,Robert Ri'chard,House of Wax,2178,Brian Van Holt,0.0,brother sister relationship|group of friends|male nudity|twin|wax,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,English,Australia,2005,716.0,5.3,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40000000,68766121,3330508838.4555078,0.8637154979999999,4631154598.085029,7961663436.540538,2.0,4.0,2.0,2.0,0.024896977323070228,0,0,0,0,1,0
